record_id,machineID,component,planned_at,completed_at,maintenance_type,used_lot_id,quantity_used,result,value_source,source_event_at,quantity_requested
MR-01910,75,comp3,2015-11-18 06:00:00,2015-11-23 06:00:00,observed_replacement_demand,LOT-00142,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-18 06:00:00,1
MR-01911,21,comp4,2015-11-19 06:00:00,2015-11-19 06:00:00,observed_replacement_demand,LOT-00132,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-19 06:00:00,1
MR-01912,46,comp2,2015-11-19 06:00:00,2015-11-19 06:00:00,observed_replacement_demand,LOT-00124,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-19 06:00:00,1
MR-01913,46,comp4,2015-11-19 06:00:00,2015-11-19 06:00:00,observed_replacement_demand,LOT-00132,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-19 06:00:00,1
MR-01914,57,comp4,2015-11-19 06:00:00,2015-11-19 06:00:00,observed_replacement_demand,LOT-00132,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-19 06:00:00,1
MR-01915,86,comp2,2015-11-19 06:00:00,2015-11-19 06:00:00,observed_replacement_demand,LOT-00124,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-19 06:00:00,1
MR-01916,89,comp2,2015-11-19 06:00:00,2015-11-19 06:00:00,observed_replacement_demand,LOT-00124,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-19 06:00:00,1
MR-01917,94,comp2,2015-11-19 06:00:00,2015-11-19 06:00:00,observed_replacement_demand,LOT-00135,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-19 06:00:00,1
MR-01918,94,comp4,2015-11-19 06:00:00,2015-11-19 06:00:00,observed_replacement_demand,LOT-00132,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-19 06:00:00,1
MR-01919,5,comp1,2015-11-20 06:00:00,2015-11-20 06:00:00,observed_replacement_demand,LOT-00138,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-20 06:00:00,1
MR-01920,7,comp3,2015-11-20 06:00:00,2015-11-23 06:00:00,observed_replacement_demand,LOT-00142,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-20 06:00:00,1
MR-01921,30,comp3,2015-11-20 06:00:00,2015-11-23 06:00:00,observed_replacement_demand,LOT-00142,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-20 06:00:00,1
MR-01922,47,comp2,2015-11-20 06:00:00,2015-11-20 06:00:00,observed_replacement_demand,LOT-00135,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-20 06:00:00,1
MR-01923,97,comp2,2015-11-20 06:00:00,2015-11-20 06:00:00,observed_replacement_demand,LOT-00135,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-20 06:00:00,1
MR-01924,97,comp4,2015-11-20 06:00:00,2015-11-20 06:00:00,observed_replacement_demand,LOT-00132,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-20 06:00:00,1
MR-01925,27,comp4,2015-11-21 06:00:00,2015-11-21 06:00:00,observed_replacement_demand,LOT-00137,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-21 06:00:00,1
MR-01926,32,comp1,2015-11-21 06:00:00,2015-11-21 06:00:00,observed_replacement_demand,LOT-00138,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-21 06:00:00,1
MR-01927,13,comp3,2015-11-22 06:00:00,2015-11-23 06:00:00,observed_replacement_demand,LOT-00142,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-22 06:00:00,1
MR-01928,48,comp3,2015-11-22 06:00:00,2015-11-23 06:00:00,observed_replacement_demand,LOT-00142,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-22 06:00:00,1
MR-01929,71,comp3,2015-11-22 06:00:00,2015-11-23 06:00:00,observed_replacement_demand,LOT-00142,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-22 06:00:00,1
MR-01930,87,comp4,2015-11-23 06:00:00,2015-11-23 06:00:00,observed_replacement_demand,LOT-00137,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-23 06:00:00,1
MR-01931,19,comp4,2015-11-24 06:00:00,2015-11-24 06:00:00,observed_replacement_demand,LOT-00137,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-24 06:00:00,1
MR-01932,61,comp2,2015-11-24 06:00:00,2015-11-24 06:00:00,observed_replacement_demand,LOT-00135,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-24 06:00:00,1
MR-01933,62,comp2,2015-11-24 06:00:00,2015-11-24 06:00:00,observed_replacement_demand,LOT-00135,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-24 06:00:00,1
MR-01934,63,comp4,2015-11-24 06:00:00,2015-11-24 06:00:00,observed_replacement_demand,LOT-00137,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-24 06:00:00,1
MR-01935,70,comp3,2015-11-24 06:00:00,2015-11-24 06:00:00,observed_replacement_demand,LOT-00142,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-24 06:00:00,1
MR-01936,80,comp3,2015-11-24 06:00:00,2015-11-24 06:00:00,observed_replacement_demand,LOT-00142,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-24 06:00:00,1
MR-01937,82,comp1,2015-11-24 06:00:00,2015-11-24 06:00:00,observed_replacement_demand,LOT-00138,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-24 06:00:00,1
MR-01938,82,comp3,2015-11-24 06:00:00,2015-11-24 06:00:00,observed_replacement_demand,LOT-00142,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-24 06:00:00,1
MR-01939,56,comp2,2015-11-25 06:00:00,2015-11-25 06:00:00,observed_replacement_demand,LOT-00135,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-25 06:00:00,1
MR-01940,18,comp3,2015-11-26 06:00:00,2015-11-26 06:00:00,observed_replacement_demand,LOT-00142,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-26 06:00:00,1
MR-01941,44,comp3,2015-11-26 06:00:00,2015-11-26 06:00:00,observed_replacement_demand,LOT-00142,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-26 06:00:00,1
MR-01942,49,comp2,2015-11-26 06:00:00,2015-11-26 06:00:00,observed_replacement_demand,LOT-00135,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-26 06:00:00,1
MR-01943,50,comp3,2015-11-26 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00144,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-26 06:00:00,1
MR-01944,54,comp1,2015-11-26 06:00:00,2015-11-26 06:00:00,observed_replacement_demand,LOT-00138,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-26 06:00:00,1
MR-01945,60,comp3,2015-11-26 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00144,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-26 06:00:00,1
MR-01946,85,comp2,2015-11-26 06:00:00,2015-11-26 06:00:00,observed_replacement_demand,LOT-00135,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-26 06:00:00,1
MR-01947,98,comp2,2015-11-26 06:00:00,2015-11-26 06:00:00,observed_replacement_demand,LOT-00135,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-26 06:00:00,1
MR-01948,98,comp3,2015-11-26 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00144,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-26 06:00:00,1
MR-01949,14,comp2,2015-11-27 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00136,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-27 06:00:00,1
MR-01950,14,comp3,2015-11-27 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00144,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-27 06:00:00,1
MR-01951,17,comp2,2015-11-27 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00136,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-27 06:00:00,1
MR-01952,17,comp3,2015-11-27 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00144,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-27 06:00:00,1
MR-01953,28,comp3,2015-11-27 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00144,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-27 06:00:00,1
MR-01954,28,comp4,2015-11-27 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00137,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-27 06:00:00,1
MR-01955,33,comp1,2015-11-27 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00138,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-27 06:00:00,1
MR-01956,33,comp2,2015-11-27 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00136,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-27 06:00:00,1
MR-01957,34,comp4,2015-11-27 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00137,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-27 06:00:00,1
MR-01958,39,comp2,2015-11-27 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00136,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-27 06:00:00,1
MR-01959,39,comp3,2015-11-27 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00144,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-27 06:00:00,1
MR-01960,51,comp4,2015-11-27 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00137,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-27 06:00:00,1
MR-01961,58,comp3,2015-11-27 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00144,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-27 06:00:00,1
MR-01962,58,comp4,2015-11-27 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00137,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-27 06:00:00,1
MR-01963,65,comp3,2015-11-27 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00144,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-27 06:00:00,1
MR-01964,67,comp3,2015-11-27 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00144,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-27 06:00:00,1
MR-01965,83,comp4,2015-11-27 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00137,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-27 06:00:00,1
MR-01966,93,comp3,2015-11-27 06:00:00,2015-11-27 06:00:00,observed_replacement_demand,LOT-00144,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-27 06:00:00,1
MR-01967,4,comp1,2015-11-28 06:00:00,2015-11-28 06:00:00,observed_replacement_demand,LOT-00138,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-28 06:00:00,1
MR-01968,4,comp4,2015-11-28 06:00:00,2015-11-28 06:00:00,observed_replacement_demand,LOT-00137,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-28 06:00:00,1
MR-01969,16,comp2,2015-11-28 06:00:00,2015-11-28 06:00:00,observed_replacement_demand,LOT-00139,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-28 06:00:00,1
MR-01970,24,comp1,2015-11-28 06:00:00,2015-11-28 06:00:00,observed_replacement_demand,LOT-00138,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-28 06:00:00,1
MR-01971,24,comp3,2015-11-28 06:00:00,2015-11-28 06:00:00,observed_replacement_demand,LOT-00144,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-28 06:00:00,1
MR-01972,29,comp2,2015-11-28 06:00:00,2015-11-28 06:00:00,observed_replacement_demand,LOT-00139,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-28 06:00:00,1
MR-01973,29,comp3,2015-11-28 06:00:00,2015-11-28 06:00:00,observed_replacement_demand,LOT-00144,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-28 06:00:00,1
MR-01974,41,comp4,2015-11-28 06:00:00,2015-11-28 06:00:00,observed_replacement_demand,LOT-00137,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-28 06:00:00,1
MR-01975,68,comp1,2015-11-28 06:00:00,2015-11-28 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-28 06:00:00,1
MR-01976,68,comp4,2015-11-28 06:00:00,2015-11-28 06:00:00,observed_replacement_demand,LOT-00137,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-28 06:00:00,1
MR-01977,73,comp1,2015-11-28 06:00:00,2015-11-28 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-28 06:00:00,1
MR-01978,79,comp1,2015-11-28 06:00:00,2015-11-28 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-28 06:00:00,1
MR-01979,81,comp4,2015-11-28 06:00:00,2015-11-28 06:00:00,observed_replacement_demand,LOT-00137,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-28 06:00:00,1
MR-01980,91,comp1,2015-11-28 06:00:00,2015-11-28 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-28 06:00:00,1
MR-01981,2,comp1,2015-11-29 06:00:00,2015-11-29 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-29 06:00:00,1
MR-01982,2,comp3,2015-11-29 06:00:00,2015-11-29 06:00:00,observed_replacement_demand,LOT-00145,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-29 06:00:00,1
MR-01983,76,comp1,2015-11-29 06:00:00,2015-11-29 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-29 06:00:00,1
MR-01984,76,comp3,2015-11-29 06:00:00,2015-11-29 06:00:00,observed_replacement_demand,LOT-00145,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-29 06:00:00,1
MR-01985,96,comp1,2015-11-29 06:00:00,2015-11-29 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-29 06:00:00,1
MR-01986,99,comp3,2015-11-29 06:00:00,2015-11-29 06:00:00,observed_replacement_demand,LOT-00145,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-29 06:00:00,1
MR-01987,10,comp4,2015-11-30 06:00:00,2015-11-30 06:00:00,observed_replacement_demand,LOT-00137,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-30 06:00:00,1
MR-01988,20,comp3,2015-11-30 06:00:00,2015-11-30 06:00:00,observed_replacement_demand,LOT-00145,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-30 06:00:00,1
MR-01989,25,comp4,2015-11-30 06:00:00,2015-11-30 06:00:00,observed_replacement_demand,LOT-00137,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-30 06:00:00,1
MR-01990,37,comp3,2015-11-30 06:00:00,2015-11-30 06:00:00,observed_replacement_demand,LOT-00145,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-30 06:00:00,1
MR-01991,40,comp1,2015-11-30 06:00:00,2015-11-30 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-30 06:00:00,1
MR-01992,52,comp3,2015-11-30 06:00:00,2015-11-30 06:00:00,observed_replacement_demand,LOT-00145,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-30 06:00:00,1
MR-01993,66,comp3,2015-11-30 06:00:00,2015-11-30 06:00:00,observed_replacement_demand,LOT-00145,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-30 06:00:00,1
MR-01994,88,comp2,2015-11-30 06:00:00,2015-11-30 06:00:00,observed_replacement_demand,LOT-00139,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-30 06:00:00,1
MR-01995,88,comp4,2015-11-30 06:00:00,2015-11-30 06:00:00,observed_replacement_demand,LOT-00137,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-11-30 06:00:00,1
MR-01996,1,comp3,2015-12-01 06:00:00,2015-12-04 06:00:00,observed_replacement_demand,LOT-00150,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-01 06:00:00,1
MR-01997,11,comp1,2015-12-01 06:00:00,2015-12-01 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-01 06:00:00,1
MR-01998,23,comp1,2015-12-01 06:00:00,2015-12-01 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-01 06:00:00,1
MR-01999,59,comp1,2015-12-01 06:00:00,2015-12-01 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-01 06:00:00,1
MR-02000,64,comp2,2015-12-01 06:00:00,2015-12-01 06:00:00,observed_replacement_demand,LOT-00139,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-01 06:00:00,1
MR-02001,69,comp3,2015-12-01 06:00:00,2015-12-04 06:00:00,observed_replacement_demand,LOT-00150,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-01 06:00:00,1
MR-02002,69,comp4,2015-12-01 06:00:00,2015-12-01 06:00:00,observed_replacement_demand,LOT-00137,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-01 06:00:00,1
MR-02003,84,comp4,2015-12-01 06:00:00,2015-12-01 06:00:00,observed_replacement_demand,LOT-00141,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-01 06:00:00,1
MR-02004,90,comp2,2015-12-01 06:00:00,2015-12-01 06:00:00,observed_replacement_demand,LOT-00139,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-01 06:00:00,1
MR-02005,92,comp3,2015-12-01 06:00:00,2015-12-04 06:00:00,observed_replacement_demand,LOT-00150,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-01 06:00:00,1
MR-02006,95,comp4,2015-12-01 06:00:00,2015-12-01 06:00:00,observed_replacement_demand,LOT-00141,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-01 06:00:00,1
MR-02007,8,comp3,2015-12-02 06:00:00,2015-12-04 06:00:00,observed_replacement_demand,LOT-00150,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-02 06:00:00,1
MR-02008,26,comp2,2015-12-02 06:00:00,2015-12-02 06:00:00,observed_replacement_demand,LOT-00139,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-02 06:00:00,1
MR-02009,35,comp2,2015-12-02 06:00:00,2015-12-02 06:00:00,observed_replacement_demand,LOT-00139,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-02 06:00:00,1
MR-02010,42,comp1,2015-12-02 06:00:00,2015-12-02 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-02 06:00:00,1
MR-02011,43,comp1,2015-12-02 06:00:00,2015-12-02 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-02 06:00:00,1
MR-02012,55,comp1,2015-12-02 06:00:00,2015-12-02 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-02 06:00:00,1
MR-02013,55,comp2,2015-12-02 06:00:00,2015-12-02 06:00:00,observed_replacement_demand,LOT-00139,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-02 06:00:00,1
MR-02014,78,comp4,2015-12-02 06:00:00,2015-12-02 06:00:00,observed_replacement_demand,LOT-00141,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-02 06:00:00,1
MR-02015,3,comp2,2015-12-03 06:00:00,2015-12-03 06:00:00,observed_replacement_demand,LOT-00139,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-03 06:00:00,1
MR-02016,6,comp2,2015-12-03 06:00:00,2015-12-03 06:00:00,observed_replacement_demand,LOT-00139,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-03 06:00:00,1
MR-02017,6,comp3,2015-12-03 06:00:00,2015-12-04 06:00:00,observed_replacement_demand,LOT-00150,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-03 06:00:00,1
MR-02018,12,comp1,2015-12-03 06:00:00,2015-12-03 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-03 06:00:00,1
MR-02019,22,comp3,2015-12-03 06:00:00,2015-12-04 06:00:00,observed_replacement_demand,LOT-00150,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-03 06:00:00,1
MR-02020,36,comp4,2015-12-03 06:00:00,2015-12-03 06:00:00,observed_replacement_demand,LOT-00141,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-03 06:00:00,1
MR-02021,45,comp3,2015-12-03 06:00:00,2015-12-04 06:00:00,observed_replacement_demand,LOT-00150,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-03 06:00:00,1
MR-02022,75,comp2,2015-12-03 06:00:00,2015-12-03 06:00:00,observed_replacement_demand,LOT-00139,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-03 06:00:00,1
MR-02023,21,comp2,2015-12-04 06:00:00,2015-12-04 06:00:00,observed_replacement_demand,LOT-00139,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-04 06:00:00,1
MR-02024,21,comp4,2015-12-04 06:00:00,2015-12-04 06:00:00,observed_replacement_demand,LOT-00141,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-04 06:00:00,1
MR-02025,46,comp1,2015-12-04 06:00:00,2015-12-04 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-04 06:00:00,1
MR-02026,46,comp4,2015-12-04 06:00:00,2015-12-04 06:00:00,observed_replacement_demand,LOT-00147,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-04 06:00:00,1
MR-02027,57,comp1,2015-12-04 06:00:00,2015-12-04 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-04 06:00:00,1
MR-02028,72,comp4,2015-12-04 06:00:00,2015-12-04 06:00:00,observed_replacement_demand,LOT-00147,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-04 06:00:00,1
MR-02029,74,comp2,2015-12-04 06:00:00,2015-12-04 06:00:00,observed_replacement_demand,LOT-00140,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-04 06:00:00,1
MR-02030,74,comp4,2015-12-04 06:00:00,2015-12-04 06:00:00,observed_replacement_demand,LOT-00147,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-04 06:00:00,1
MR-02031,86,comp3,2015-12-04 06:00:00,2015-12-04 06:00:00,observed_replacement_demand,LOT-00150,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-04 06:00:00,1
MR-02032,89,comp1,2015-12-04 06:00:00,2015-12-04 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-04 06:00:00,1
MR-02033,94,comp1,2015-12-04 06:00:00,2015-12-04 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-04 06:00:00,1
MR-02034,5,comp1,2015-12-05 06:00:00,2015-12-05 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-05 06:00:00,1
MR-02035,7,comp4,2015-12-05 06:00:00,2015-12-05 06:00:00,observed_replacement_demand,LOT-00147,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-05 06:00:00,1
MR-02036,30,comp2,2015-12-05 06:00:00,2015-12-05 06:00:00,observed_replacement_demand,LOT-00140,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-05 06:00:00,1
MR-02037,30,comp4,2015-12-05 06:00:00,2015-12-05 06:00:00,observed_replacement_demand,LOT-00147,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-05 06:00:00,1
MR-02038,97,comp1,2015-12-05 06:00:00,2015-12-05 06:00:00,observed_replacement_demand,LOT-00146,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-05 06:00:00,1
MR-02039,97,comp2,2015-12-05 06:00:00,2015-12-05 06:00:00,observed_replacement_demand,LOT-00140,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-05 06:00:00,1
MR-02040,27,comp3,2015-12-06 06:00:00,2015-12-06 06:00:00,observed_replacement_demand,LOT-00150,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-06 06:00:00,1
MR-02041,27,comp4,2015-12-06 06:00:00,2015-12-06 06:00:00,observed_replacement_demand,LOT-00147,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-06 06:00:00,1
MR-02042,32,comp3,2015-12-06 06:00:00,2015-12-06 06:00:00,observed_replacement_demand,LOT-00150,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-06 06:00:00,1
MR-02043,13,comp4,2015-12-07 06:00:00,2015-12-07 06:00:00,observed_replacement_demand,LOT-00147,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-07 06:00:00,1
MR-02044,48,comp3,2015-12-07 06:00:00,2015-12-07 06:00:00,observed_replacement_demand,LOT-00150,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-12-07 06:00:00,1
